,I1,I2,C3_,I3_bins,Imputed_C2,Imputed_C7,C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C3_,C5_,C6_,Imputed_C7
169,DEX,DEX MEDIA INC ,0,5.0,1.0,256.445,-0.7816704753012045,-2.707953949279297,-0.1956892208179575,2.1916423983151305,0.29524728631516106,-2.3148237411085586,-2.805969914664631,-1.8593676470152884,-0.9701425001453321,-2.8502765442142346,-0.7533802028637858,-0.15792941034080507
170,DG,DOLLAR GENERAL CORP,0,8.0,1.0,9495.246,-0.47034349944633347,-0.33831347390041105,0.2057861718242634,-0.13376312676561505,1.1767786347563174,1.7750478936156409,0.6972205736379088,1.25335128761106,-0.9701425001453321,1.9298008028233251,-0.7533802028637858,3.0022753131825994
171,DHX,"DHI GROUP, INC.",1,10.0,1.0,83.65799999999999,-0.15488976347420685,1.2371189575776205,0.03716005920461972,0.035260107832893996,0.9057318849582296,-0.43646443362817516,0.8472119053635814,0.2308883255734254,1.0307764064044151,-0.020835449261373,0.9980514418272756,-0.2671198056804349
172,DIVX,DIVX INC,0,10.0,1.0,33.047,0.27457771921748597,0.5437001514425953,0.2743740352290936,-0.23857460186959617,1.3818846892599734,-0.7266706729286486,-0.2066368570218192,-0.20564076972719073,-0.9701425001453321,-0.04028305614289416,1.7061164831599016,-0.29910273899448053
173,DK,"Delek US Holdings, Inc. ",1,8.0,1.0,2031.869,-0.47034349944633347,-0.3857091645465581,-0.11506494758754376,-0.7235657970524746,-0.415908039226602,-0.7884784313685175,-1.7675979574747087,-0.6411153184170061,1.0307764064044151,0.5425534463545335,0.8725049101030327,0.9640256467842501
174,DLB,"Dolby Laboratories, Inc. ",1,5.0,1.0,289.041,-0.38501430288818805,0.384695904913284,0.6165282521420405,1.201644017696419,1.045370644758912,-0.34680338700176205,-0.24165533082299334,-0.2545800705021576,1.0307764064044151,-0.11309425338573527,0.8060668493925345,-0.13733081133456865
175,DM,Dolan Co. ,0,5.0,1.0,111.64299999999999,-0.25788608364337073,-1.8191654431336244,-0.4164504667359494,0.9682365918466501,-0.42275746862126945,-2.674647966396506,0.16162727839032756,-0.1327394078638716,-0.9701425001453321,-1.3743510092769997,-0.7533802028637858,-0.24943506543041874
176,DMAN,"DemandTec, Inc.",0,10.0,1.0,32.539,-0.6179059506417213,-1.3456076668776311,-0.6951874852138791,-0.3442141094172252,-0.5993117304886584,-0.5820230700256923,-0.8000954259025597,2.963890243049728,-0.9701425001453321,0.29913102002848535,-0.7533802028637858,-0.2994237626874235
177,DMD,LEAF GROUP LTD. ,0,10.0,1.0,500.45996229508194,0.5905391424999894,0.20303846608741163,0.181195252409372,0.8001476157986479,0.09564243187786238,-0.5755581413097253,-0.5331798250736458,0.4653770155461128,-0.9701425001453321,1.7696714257984048,1.2951066756738128,-0.003727472684703302
178,DMED,D. MEDICAL INDUSTRIES LTD. ,1,5.0,0.0,0.099,-0.7181351624713345,0.47596546075462853,-0.22835259164909058,1.2743125621333853,-0.5249361710505545,-0.6180037144435958,0.5908060793358552,-1.3145941573626072,1.0307764064044151,0.5844321128563795,-0.7533802028637858,-0.3199237796147246
179,DMND,Diamond Foods Inc,1,5.0,1.0,359.68300000000005,0.01936259722697901,1.5106264752340954,-0.44821296573588487,-1.9615352643049795,-0.6206532542580466,-0.8289205059024888,-1.0536518793086809,-0.6831497987785946,1.0307764064044151,-0.8437618460642571,1.2951066756738128,-0.09268955992339689
180,DNKN,"DUNKIN' BRANDS GROUP, INC. ",1,8.0,1.0,577.135,-0.48801062305735327,-0.225055081714097,0.06796647810986776,1.7653858576300652,-0.5074458267709709,0.9927713612913506,2.1855247193401963,0.17832336040515923,1.0307764064044151,0.7222611940650843,1.2113999644704625,0.04472627487547787
181,DOLE,DOLE FOOD CO INC,1,1.0,1.0,7619.951999999999,-0.7601901835332818,1.5390577140370272,0.2626129735871309,-0.03316444830475989,-0.8207390122024768,2.378078239138185,1.219911031182102,0.3843892373751461,1.0307764064044151,-0.8399021623878853,-0.7533802028637858,3.0022753131825994
182,DPZ,DOMINOS PIZZA INC ,0,8.0,1.0,1333.3220000000001,-0.3685185049722316,-0.8090189470022705,-0.5061689546831607,-0.26614046663370733,-1.0763356380979823,-0.983153152455374,-1.530017049673403,-0.34515465248116206,-0.9701425001453321,-0.551170681190074,-0.7533802028637858,0.5225883679767451
183,DRC,Dresser-Rand Group Inc.,1,5.0,1.0,915.4019999999999,-0.542302225103951,0.24645000345880494,-0.6297484703165477,-0.8425909379627873,-1.0847414240840463,0.5582849822141138,-0.19838495835808723,-1.1103613853553398,1.0307764064044151,-0.3340994871260334,0.7238344573118219,0.2584895062548672
184,DRTX,"Durata Therapeutics, Inc.",0,5.0,1.0,500.45996229508194,0.03196060044357762,0.48690687883322675,0.38958050274237976,1.571247095208756,1.205834178019055,-0.2952137420626815,-0.15059298590556872,0.906140959064529,-0.9701425001453321,-0.963702277737885,-0.7533802028637858,-0.003727472684703302
185,DSUP,DAYTON SUPERIOR CORP ,0,5.0,0.0,418.983,-0.6179059506417213,-0.364108374794346,0.020976164268647592,-0.6933812428515184,-0.7951421357987514,0.9589916203313451,1.6211999873107394,-0.7816820722502531,-0.9701425001453321,-0.8857693069274583,-0.7533802028637858,-0.055215731199939444
186,DSW,DSW Inc. ,0,8.0,1.0,2599.8160000000003,-0.12672186136147026,-0.01319912353896012,0.008209561733590753,0.09162740393744294,-0.8600524621912444,-0.14262726114877594,-0.8295027674149685,-0.8977781685405427,-0.9701425001453321,-0.45441766563468877,1.5416445023208305,1.3229320313036683
187,DTSI,"DTS, INC.",1,12.0,0.0,41.056000000000004,-0.6374206667184854,1.103217321682172,0.17832817766508352,-0.32141384205566614,-0.19547806865501102,0.4921750640328467,0.9121877562438395,-1.0756607771099647,1.0307764064044151,-0.18658755863220225,1.2951066756738128,-0.29404156033940176
188,DVAX,DYNAVAX TECHNOLOGIES CORP,0,5.0,1.0,0.826,0.01936259722697901,-0.23816549371711768,-0.09183938493287297,0.02978382456188251,2.992085801310102,2.4991298954539385,0.16578063224893858,3.0022753131825994,-0.9701425001453321,0.10030807960538708,-0.7533802028637858,-0.3194643618494303
189,DVOX,DynaVox Inc.,1,10.0,1.0,114.29899999999999,-0.12672186136147026,1.1408144679092787,0.26938348501346865,0.9263542142378254,-0.22712333824155306,-0.24765908452975466,-1.0006746543530356,-0.3921767923086587,1.0307764064044151,-2.6029643232659643,-0.7533802028637858,-0.24775664234290604
190,DVR,"Cal Dive International, Inc.",1,2.0,1.0,224.299,0.7844790595332259,-0.7398566329295856,-0.07473951888372954,-0.5104354134079401,-0.18446812172267973,1.1741314743451414,0.26249367621951025,-1.323982218265263,1.0307764064044151,0.012693802867099785,-0.7533802028637858,-0.17824363796549753
191,DWA,"DreamWorks Animation, LLC",0,10.0,1.0,300.986,-0.2427300699966275,0.11116366689564815,0.7574010939336003,1.1639401609375495,0.03522218457195146,-0.3036564618720423,-1.6874558210797002,-0.803294204897759,-0.9701425001453321,-0.06638528475406033,1.4532853937344805,-0.12978233099558553
192,DWRE,Demandware Inc,0,10.0,1.0,56.547,1.1038969257138342,0.7106243150902714,0.3092810524638451,-0.08744150384373078,0.3196728233084209,-0.07213658187314244,-1.0261849633100393,0.10475307782039443,-0.9701425001453321,0.6020775169520617,1.5321608209762798,-0.28425223351385237
193,DWRI,DESIGN WITHIN REACH INC,1,8.0,1.0,81.138,-0.25788608364337073,-0.0291680863694092,-0.04218312468828321,-0.28250320613923524,-1.185688159588017,-0.7364957931097137,-1.195623217908069,-0.14959625268610102,1.0307764064044151,-0.3539646850586595,1.0495934451810884,-0.268712285417081
194,DXCM,DEXCOM INC,0,5.0,1.0,500.45996229508194,-0.7181351624713345,-0.34344533677414796,0.5925396012214939,-1.5903306824717967,0.9302112602429838,-0.6904399675250279,0.01510027253334953,1.225901092222778,-0.9701425001453321,0.7032523050181697,-0.7533802028637858,-0.003727472684703302
195,DYP,"DUOYUAN PRINTING, INC.",1,5.0,1.0,89.62799999999999,-1.0409248076613113,-1.0189842330835053,-0.008024043954540186,0.3210760305504823,-0.9533650185942213,0.997567174386288,0.6871159987446314,-0.8127351174986949,1.0307764064044151,0.5107577074686486,-0.7533802028637858,-0.2633471453519519
196,EBS,Emergent BioSolutions Inc. ,1,5.0,1.0,130.688,-0.3360638676188613,0.7294471429931777,0.3450307084886134,-0.7122755682538073,0.9055220430056149,1.080866051739638,-1.668001581427214,-0.7533592838450572,1.0307764064044151,0.7487338323910198,-0.7533802028637858,-0.23739983662707562
197,ECHO,"Echo Global Logistics, Inc. ",1,6.0,1.0,202.808,2.2334811033901647,-0.3002005041469147,-0.5054697150920364,-0.06496911713016532,0.022851141315637518,-1.2660470041601373,-2.569719689248441,-0.20556765940929633,1.0307764064044151,0.011060389904492592,-0.7533802028637858,-0.19182458321163287
198,ECYT,"ECOTALITY, INC. ",1,5.0,1.0,13.737,0.5731801733996672,0.06506148491662,0.5409299461492595,-0.1411457183349725,0.37978616523778247,0.29249572776626354,0.016333494806329465,-0.012983156590727235,1.0307764064044151,-1.0356371615874636,-0.7533802028637858,-0.31130543094473284
199,EDG,Edgen Group Inc. ,0,7.0,1.0,911.612,0.044453179803504744,-0.5545907722964728,3.0022753131825994,1.7910180370806192,3.0022753131825994,1.4743000936654143,2.2544480687013224,2.916300213899897,-0.9701425001453321,-0.5598211493123515,-0.7533802028637858,0.2560944672858638
200,EDMC,EDUCATION MANAGEMENT Corp,1,10.0,1.0,1684.158,2.5688968973557333,-0.3002005041469147,0.3738094673864276,0.202868167873448,-0.21784652902905263,0.6612986890380947,0.7806110242911349,0.06305103737997102,1.0307764064044151,1.226165060779384,-0.7533802028637858,0.7442944080108584
201,EEEE,EDUCATE INC,1,10.0,1.0,242.327,0.1867374126950653,0.37707656696155184,0.49674964815545475,-0.3674775876281152,0.32455166434246774,0.7201179869840197,-0.5299862702055251,-0.6551628202657969,1.0307764064044151,-0.5484349145339292,-0.7533802028637858,-0.16685108848444374
202,EGLT,"Eagle Test Systems, Inc. ",1,5.0,1.0,63.477,-0.5796255321514372,-0.5302000660124009,-0.8039008901593373,0.15675843177701101,-0.5943463745806432,0.5929740006823858,-0.9053377770703728,-0.620112444424718,1.0307764064044151,-0.32726859286260884,0.5370856664876955,-0.27987291423807564
204,ELOQ,"Eloqua, Inc.",0,10.0,1.0,71.348,1.6166527919024811,0.3023677007001977,-0.8723724643037654,1.6213099697307076,-0.16970953657631552,-0.05886979099392075,-1.180479576648896,-0.5312295723036891,-0.9701425001453321,3.0022753131826,1.0777694594599063,-0.2748989428066703
205,EM,"Change Healthcare Holdings, Inc. ",1,10.0,1.0,853.5989999999999,1.5726125916626639,0.5789026365844014,-0.9432620305612139,1.6673021010687676,0.0519599890618968,0.25391607967819896,-0.8819633541781507,0.11073167925502328,1.0307764064044151,-0.0084415682743973,0.8909824591247542,0.219433940713622
206,EMAG,EMAGEON INC,0,10.0,1.0,45.802,-0.5239847618957294,-0.02693090870278075,0.21688587769897807,-0.33315646902299234,-0.10269993283734997,-0.6687921772272465,-0.2866302944933067,0.053868078076048584,-0.9701425001453321,0.09078751768340057,-0.7533802028637858,-0.29104239016871825
207,ENPH,"Enphase Energy, Inc.",0,5.0,1.0,149.523,1.356575187281295,0.9232678105063331,-0.5751101062902471,0.7724632147814909,0.7050894039378947,-0.617740646800797,-0.21073302105394473,1.298804009512271,-0.9701425001453321,0.3061800306539322,-0.7533802028637858,-0.225497314468453
208,ENSG,"ENSIGN GROUP, INC",1,10.0,0.0,358.574,0.6414368400695193,-0.59067330830299,0.026538565111921607,0.24332313458077015,-1.018765527484465,-0.48296699656642783,-0.14017829166566995,0.3668838580423199,1.0307764064044151,0.6102065705085974,-0.7533802028637858,-0.09339037739480188
209,ENTA,ENANTA PHARMACEUTICALS INC,1,5.0,1.0,41.706,0.22028611717088825,0.6965335890809169,0.3344125359212658,1.2356723412492348,-0.7306790993343958,1.9842893904489762,-1.5676816635206752,-0.16401509481020354,1.0307764064044151,0.22763464067941627,-0.7533802028637858,-0.2936308016771716
210,ENTR,ENTROPIC COMMUNICATIONS INC,0,5.0,1.0,41.471000000000004,0.1980042927545721,0.9855862190012025,0.1416092670188945,-0.07388203151369652,0.32370928935584414,-1.3239120707316931,0.32683912757291383,0.21047605289790677,-0.9701425001453321,1.6005913054053609,-0.7533802028637858,-0.2937793067319779
211,ENV,"ENVESTNET, INC. ",0,10.0,1.0,77.92399999999999,0.10539447891072261,1.0158962052523728,0.2558468677654292,0.28076153603301107,0.249222445040533,-0.31535932258538146,-0.03520046750548818,-0.20780047266986268,-0.9701425001453321,0.3146599143249722,-0.7533802028637858,-0.27074332901770815
212,EPAM,"EPAM Systems, Inc.",1,10.0,1.0,334.528,1.0977660977058932,1.2669996866218016,-1.0610328094258024,1.223220034248908,0.32656091910582163,1.0913159117736977,-0.328194754503311,-0.45974186356297486,1.0307764064044151,1.1879826649832412,-0.7533802028637858,-0.10858592015170337
213,EPOC,EPOCRATES INC,1,10.0,1.0,103.988,0.8144871959756128,0.21950006396452185,0.25717597478644844,-0.7639695933713037,-0.1975939946619291,-0.3878034058673728,-0.340361197128382,-0.31993183321201063,1.0307764064044151,0.20316229177534886,1.3427628958448692,-0.25427253859868293
214,ERII,"Energy Recovery, Inc.",1,5.0,1.0,35.414,-0.3522029926095117,-1.4030046509559864,-0.08020252781377533,-0.12805103041796273,-0.015623056970035645,-1.2380083546113478,-1.2134968403005821,-0.01233464786551501,1.0307764064044151,-0.17971775513141308,0.8379010513892091,-0.2976069455275594
216,ETRM,EnteroMedics Inc ,0,5.0,1.0,500.45996229508194,0.5991435151485341,-1.4254021392008291,0.15278145602214763,-0.6985929861409234,0.02728367612204881,-1.8902005615374402,0.5910631691967564,0.7148029815872116,-0.9701425001453321,-0.27452080918776056,-0.7533802028637858,-0.003727472684703302
218,EVVV,ev3 Inc.,0,5.0,1.0,86.334,-0.7181351624713345,0.1561201517473792,-0.004481941522549035,-0.25937498632317757,0.8722159311241191,0.3517759255552514,1.1758332557871705,-0.3577254202681659,-0.9701425001453321,0.20318852808484344,-0.7533802028637858,-0.26542874386485354
219,EXA,EXA CORP,1,10.0,0.0,37.907,1.554626175028981,0.729866908542662,0.48553783349645097,0.9484126920790582,0.10011374247851927,1.0925761832948915,-0.07156730192293358,-0.5599487081643848,1.0307764064044151,-1.1315648437209709,-0.7533802028637858,-0.29603152807380595
220,EXAM,"ExamWorks Group, Inc. ",0,10.0,1.0,49.63399999999999,-0.6374206667184854,1.316237419635581,-0.08905098335242763,0.44405714636625593,0.9835917974095515,-0.22642846570235145,0.6295434341810138,0.4299589449915397,-0.9701425001453321,-0.46888695191848107,-0.7533802028637858,-0.2886208098707707
221,EXLS,"ExlService Holdings, Inc.",1,10.0,1.0,73.954,2.6405318460730225,0.8592113173230271,-0.09786426549075349,-0.5468546878778152,0.137909220852818,0.014749356874201026,-0.14159241610383647,0.8126358111653846,1.0307764064044151,0.7428550113588679,1.6936315133909097,-0.2732521165393292
222,EXPR,"EXPRESS, INC.",0,8.0,1.0,1737.01,-0.45288301359905714,-1.335798098919653,-0.38112746541780174,1.1575553723598446,-0.6738455616375284,0.3878730337458712,0.3254301281675206,-0.8066641765551842,-0.9701425001453321,0.7708434188572098,-0.7533802028637858,0.7776935108049929
223,EYET,EYETECH PHARMACEUTICALS INC,0,5.0,1.0,41.419,0.27457771921748597,-0.6562424893458718,0.22913417423696064,-1.216875955368476,1.3762060372603921,1.8923583781500584,-0.7083470495688434,1.366186274567992,-0.9701425001453321,0.9021873177885154,1.1398891542349339,-0.2938121674249563
224,FACE,"PHYSICIANS FORMULA HOLDINGS, INC",1,5.0,1.0,78.706,-0.6374206667184854,0.2953022730524395,0.0022283001144553336,0.12724605821623133,-0.08821867777053426,0.10240846014615934,-0.3398774650955247,0.04778827467421083,1.0307764064044151,-1.4154789782804174,0.8379010513892091,-0.2702491547502251
225,FANG,"Diamondback Energy, Inc. ",0,2.0,1.0,48.672,1.0854283868062702,-1.463171877402701,-0.7829173851210264,0.394650420612264,-1.4141731086607818,-2.047815604028855,0.2072321089551525,-0.817576195094385,-0.9701425001453321,-0.5689244757476691,-0.7533802028637858,-0.28922873269087135
226,FB,Facebook Inc,1,10.0,1.0,3711.0,-0.12672186136147026,-2.6894456376603726,0.5100700513583598,0.5003772514230106,-0.4429213273820656,0.8020057504965848,-1.0456413668522142,0.2856499238284576,1.0307764064044151,0.5963550106439467,0.7766362672592912,2.025129651813725
227,FCL,"Alpha Natural Resources, Inc.",1,2.0,1.0,994.3,-0.07193205990368344,0.3998975453303433,0.18548134249608972,-0.6522655477913206,0.5339373495102646,0.9604314418172624,1.3273121232666056,-0.08398430093134464,1.0307764064044151,-1.3594666668048794,1.675369551338258,0.30834802461276517
228,FFN,FriendFinder Networks Inc. ,0,10.0,0.0,345.99699999999996,3.000083268575577,1.2661068700784837,-0.10125188377131056,0.7955722289714504,0.3564285660635402,0.464704195154116,0.7554665325244759,-0.9964438044118568,-0.9701425001453321,0.6981130454423029,-0.7533802028637858,-0.10133824154075342
229,FIO,"FUSION-IO, INC.",0,5.0,1.0,36.216,-0.3522029926095117,-1.7998213850639775,-0.6962996950846024,1.9069736747045427,-1.1097673959527101,-0.5875023545716132,-0.4263913286162753,-0.15082191981481527,-0.9701425001453321,1.0299900106102131,1.2113999644704625,-0.29710013253200773
230,FIRE,SOURCEFIRE INC,0,10.0,1.0,44.926,0.22028611717088825,-1.5512499234816595,0.2067232498955369,0.3418468090655222,-0.04740666888193159,-0.2496199070209132,0.5855187933308862,0.20414488269546693,-0.9701425001453321,0.13015337322765888,1.3951880551301743,-0.29159596645812386
231,FIVE,"FIVE BELOW, INC ",1,8.0,1.0,197.18900000000002,-0.3522029926095117,0.48690687883322675,0.16958884229128882,-0.09759044351654236,-1.4855590330395958,0.18307497970463596,-1.1107991743697099,0.13453901044482275,1.0307764064044151,0.7942693399234013,0.8379010513892091,-0.19537543386251158
232,FLT,FLEETCOR TECHNOLOGIES INC ,1,10.0,1.0,354.07300000000004,1.1038969257138342,1.4404667561641888,-0.24093542694597808,-0.16564963928858628,0.29480561844041797,-0.7013592814702899,-0.13146289346357304,-0.5787838923604068,1.0307764064044151,0.9937440988511288,-0.7533802028637858,-0.09623472314664473
233,FLTX,Fleetmatics Group Ltd,1,10.0,1.0,92.31700000000001,-1.3869708953602808,-0.5520962385491301,-0.18880833774108738,1.9281653320955858,0.26164892968098774,0.6515826600174327,0.1830675230814768,0.14491806537533752,1.0307764064044151,0.3174838488997376,0.8379010513892091,-0.261647868363126
234,FN,Fabrinet ,1,5.0,1.0,441.099,0.9288285745458891,-0.2611663029513661,-0.1596972406089244,0.5145959612014659,-0.717466744332323,-0.2594153303909143,0.21713499651891002,-0.8970090084305485,1.0307764064044151,0.11236153930429574,-0.7533802028637858,-0.041239825701659766
235,FNET,"Fortunet, Inc. ",1,5.0,0.0,14.685,0.2422402557994054,-0.3347530810816232,-1.2858845691342409,0.5833007668509622,-0.732494283987989,0.6514877024221647,0.19659852580517864,-1.0971873678277326,1.0307764064044151,0.3089852621599235,-0.7533802028637858,-0.31070635523428025
236,FOLD,AMICUS THERAPEUTICS INC,0,5.0,1.0,500.45996229508194,-0.9413642876779376,-0.04269327779803464,0.3292925507693577,-0.8713799452725018,0.39746644642965867,0.4987139089906141,0.269895149116979,2.088157114035828,-0.9701425001453321,0.33584708495033594,-0.7533802028637858,-0.003727472684703302
237,FOXH,"FOXHOLLOW TECHNOLOGIES, INC",0,5.0,1.0,2.585,-0.6374206667184854,0.11116366689564815,0.12769786613042605,-1.1994157343610479,0.6703770511763594,0.33337868632194934,-0.13596889807000895,0.03862689739835166,-0.9701425001453321,0.5303652647615228,0.9519395536187614,-0.31835278571579523
238,FRAN,Francesca's Holdings CORP,1,8.0,1.0,79.367,-0.3200973568992914,0.3750760499578491,-0.6304224782376844,1.484220234480634,-1.1188953075516688,-0.35375505182265166,-0.5614108139277578,-0.5084205511094826,1.0307764064044151,0.2936325636288223,1.2951066756738128,-0.2698314447875572
239,FRP,FAIRPOINT COMMUNICATIONS INC ,1,6.0,1.0,262.843,1.489910273350101,-0.4115019027843526,-0.30702076562253827,-1.9557264427017191,0.582595450569943,-0.2814112819043943,0.5899031339466597,-0.9330922697734744,1.0307764064044151,-1.9445102744515805,-0.7533802028637858,-0.1538862812316536
240,FSL,"Freescale Semiconductor, Ltd.",0,5.0,1.0,4458.0,-0.16917556169452003,-0.7925126842684816,0.426961622905913,1.2335539331643621,0.9989917556210095,0.7975867537575944,1.5286056367795477,-0.24671065606286366,-0.9701425001453321,0.7594459138333035,-0.7533802028637858,2.4971861451766717
241,FSLR,"FIRST SOLAR, INC.",0,5.0,1.0,48.063,0.27457771921748597,1.0609342402627335,0.020795239310224787,1.4714223985755512,-0.7998394943426377,0.40611348222286797,0.8058571458095173,0.1264000365978974,-0.9701425001453321,-0.153034993576167,1.1743197545301292,-0.2896135819605608
242,FSTC,FASTCLICK INC,1,10.0,1.0,58.015,-0.22772638067242382,-0.9417720022289015,0.2913771427497199,-0.6297288030793751,0.3940175968264399,-0.28449141893544233,-0.43969758958645455,0.6588251756040467,1.0307764064044151,-0.4511768145003639,-0.7533802028637858,-0.28332455087361563
243,FTD,"FTD Group, Inc.",0,10.0,1.0,397.06,-0.5986430443862129,-0.02693090870278075,-0.6053162263092423,1.2037645363893057,-1.5366772342339834,-1.661721237639718,-2.069856818470352,-1.6320601623130604,-0.9701425001453321,-1.3563112835843916,-0.7533802028637858,-0.06906967297235696
244,FTNT,FORTINET INC,1,5.0,1.0,211.791,-0.22772638067242382,1.808315281971708,0.2174116168347326,0.3944826646114389,-0.4048158600122406,0.3861380639154593,-0.10590522294584157,0.1762839349378488,1.0307764064044151,0.625528597950336,1.7726213341146944,-0.18614789849961233
245,FUQI,"FUQI INTERNATIONAL, INC.",1,5.0,0.0,92.40899999999999,-0.04527323502005151,-0.18886309127736006,-0.06422325264646565,0.4888830848356375,-1.4750815675743925,0.6629753650795046,0.14122860924310152,-0.3044358252652658,1.0307764064044151,-0.557759308472898,1.2515085456726782,-0.26158973021401033
246,G,Genpact LTD ,1,10.0,1.0,617.977,-0.5058893340150186,-1.8191654431336244,0.1851110556450109,-0.8385993138763472,-0.6442435326620999,0.5517607541511251,-0.4743146275653637,0.19680270645077405,1.0307764064044151,0.8753606957545924,-0.7533802028637858,0.07053582146440619
247,GASS,StealthGas Inc.,0,6.0,0.0,500.45996229508194,-1.6721885694692546,-0.7952872519491224,0.05509037230850903,-0.2974912817410781,-2.414743229342055,-0.19710741873186938,-1.3606547183798576,-0.8545853231003189,-0.9701425001453321,-1.5008395514465143,-0.7533802028637858,-0.003727472684703302
248,GEVO,"Gevo, Inc. ",0,10.0,1.0,16.396,0.6580242831877381,0.6781881074472341,-0.022244538244342964,0.9834865169990282,0.21795992652153015,0.20289865352510011,-0.04791307510058821,-0.34254060191972097,-0.9701425001453321,-0.16622606552717442,0.9103296771192144,-0.30962511204800985
249,GGL,Goodman Global Inc ,1,5.0,1.0,1565.406,-1.0154053055237902,0.608741103723171,0.16270226802432647,-1.3163028089825537,1.1486630177885269,0.37771991654342413,0.8186231613527541,0.29090466920323743,1.0307764064044151,-0.4872779008775308,0.8060668493925345,0.6692506962306219
250,GGS,Global Geophysical Services Inc ,1,2.0,1.0,312.796,0.7146705458514777,1.1408144679092787,0.09065227554053903,-3.0022753131826,0.3263230570512904,0.8337137155708529,0.07557583514779763,-0.6442481820142274,1.0307764064044151,0.47962763259052527,-0.7533802028637858,-0.12231916207106558
251,GGXY,"GOLF GALAXY, INC.",1,8.0,1.0,99.63,-0.6975437391558524,1.0203933886226677,0.22622761439568684,-0.18354585567118914,-1.5287959943094354,2.1991395953665838,-0.5490706899435249,-0.531298687574921,1.0307764064044151,-0.6520965460156337,1.4532853937344805,-0.2570265174448352
252,GHDX,GENOMIC HEALTH INC ,0,10.0,1.0,0.327,-0.6374206667184854,-0.9604637791770748,0.02227562525981117,-0.589588415308279,-0.9444862988908755,0.7129299937375659,-1.1655645023136871,-0.6484028153349694,-0.9701425001453321,0.5096843422738909,-0.7533802028637858,-0.3197796981147424
253,GKIS,"PILGRIM'S PRIDE CORP OF GEORGIA, INC. ",1,5.0,1.0,2260.728,0.12909107997431746,0.9653650236452556,-0.09788587147985381,-0.5473734809614319,-0.3373464157380163,1.5395545887329796,1.6482663912431088,-0.702619897575612,1.0307764064044151,0.20766035963415133,-0.7533802028637858,1.1086499801370622
254,GLOG,GasLog Ltd.,1,6.0,1.0,66.471,-0.6975437391558524,0.9232678105063331,0.2910759670930877,1.0212440686264195,0.0948252985148491,-1.0001160013081505,-1.488370837535322,-1.2641703794801944,1.0307764064044151,-0.6651144434870113,-0.7533802028637858,-0.27798089664620323
255,GLUU,GLU MOBILE INC,0,10.0,1.0,46.166000000000004,-0.3360638676188613,0.31168042844679716,-0.5239881925493929,0.08519092589212032,-0.5623045277297588,-0.45753785124368684,0.2893294812402269,0.3677515104945456,-0.9701425001453321,0.0751784027410203,0.677640929924902,-0.2908123653178694
256,GMAN,"Gordmans Stores, Inc.",1,8.0,1.0,438.135,-0.2731975462954903,0.47596546075462853,-2.293804092040611,1.4960931847656853,-0.8760204743533506,0.612974787232334,-0.6855089127884345,0.9130343112264699,1.0307764064044151,-0.14065405488895946,-0.7533802028637858,-0.0431128852014292
257,GMED,GLOBUS MEDICAL INC,1,5.0,1.0,331.478,0.12909107997431746,-0.24977451173151807,0.18877747615332946,0.6980101722632472,0.210236423588905,0.4434188167130902,1.029924132908001,0.3218623140180048,1.0307764064044151,2.0919061553888794,-0.7533802028637858,-0.11051332618216789
258,GMET,"GeoMet, Inc. ",0,2.0,1.0,41.98,-0.6179059506417213,-1.326096723842479,0.3147998588596098,-1.1723523917995347,0.6370824800164077,0.5081580411574854,1.3956564157531839,-0.07537348525195726,-0.9701425001453321,1.371256577567584,-0.7533802028637858,-0.2934576511026315
259,GMTN,GANDER MOUNTAIN CO ,0,8.0,1.0,357.441,-0.6374206667184854,-0.4741056016684169,0.13235942248145335,-0.3131727815635366,-0.9751158844629821,2.2860831220678404,0.04610804555806554,0.14600484660686705,-0.9701425001453321,-0.9335501002457819,0.8725049101030327,-0.09410636133988921
260,GNMK,"GenMark Diagnostics, Inc.",0,5.0,0.0,0.9990000000000001,-0.7601901835332818,-0.09271190989986383,-0.03493798358553915,0.3116044899643208,0.026927250912484667,1.234758393706778,1.3173695981148286,-0.5975629391500922,-0.9701425001453321,-0.760475028131411,-0.7533802028637858,-0.31935503685163674
261,GNOM,COMPLETE GENOMICS INC ,0,10.0,1.0,0.623,-0.16917556169452003,1.2908400870288,0.3070575630676363,1.2104335450716208,0.33274868394880025,-0.6269025545265158,0.43978335873263663,0.8554379474258097,-0.9701425001453321,0.27038829288628846,-0.7533802028637858,-0.3195926449393268
262,GNRC,GENERAC HOLDINGS INC.,1,5.0,1.0,588.248,-0.03212024665940912,-1.8443287883607649,-0.07956067160983274,-0.10751027369899968,-0.8116331794647009,0.3254312919366424,1.063118265495561,-0.5917903058493055,1.0307764064044151,-0.13710738532218342,-0.7533802028637858,0.05174898412680645
263,GOLF,GOLFSMITH INTERNATIONAL HOLDINGS INC,1,8.0,1.0,323.79400000000004,-0.3360638676188613,-1.3367763403805188,-0.007633562354734815,0.10336174030387538,-1.8906114640424256,0.2685377283904413,0.44696505268552517,-0.7126357140296657,1.0307764064044151,-0.7372826427013119,-0.7533802028637858,-0.11536912550613156
264,GOOG,GOOGLE INC.,1,10.0,1.0,1465.934,-0.05854314036566046,-1.0131734163292287,0.14404107271106595,0.5503053196471505,-0.3155446515017647,0.04854397929871933,-0.9080003957724869,0.18576319777332853,1.0307764064044151,2.5710515346484883,-0.7533802028637858,0.606390718308535
